customer_id;customer_status;refer_a_friend;num_referrals;tenure_months;offer;phone_service;avg_monthly_longdist_charge;multiple_lines;internet_service;internet_type;avg_monthly_gb_download;online_security;online_backup;device_protection_plan;premium_tech_support;streaming_tv;streaming_movies;streaming_music;unlimited_data;contract;paperless_billing;payment_method;monthly_charge;total_charges;total_refunds;total_extra_charges;total_longdist_charges;total_revenue
0219-YTZUE;Churned;Yes;5;4;Offer E;Yes;28,77;Yes;Yes;Fiber Optic;19;No;Yes;Yes;No;No;No;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;84,8;371,9;0;0;115,08;486,98
0220-EBGCE;Churned;No;0;2;Offer E;Yes;14,14;No;Yes;Fiber Optic;28;No;No;Yes;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;85,85;167,3;0;0;28,28;195,58
0221-NAUXK;Stayed;No;0;10;None;Yes;7,86;No;No;None;0;No;No;No;No;No;No;No;No;One Year;Yes;Bank Withdrawal;19,95;219,5;0;0;78,6;298,1
0221-WMXNQ;Stayed;No;0;4;Offer E;Yes;36,4;No;Yes;Fiber Optic;29;Yes;No;No;No;No;No;No;Yes;One Year;No;Bank Withdrawal;75,35;273,4;0;0;145,6;419
0222-CNVPT;Stayed;No;0;52;Offer B;No;0;No;Yes;DSL;19;Yes;No;No;No;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;48,8;2555,05;0;0;0;2555,05
0224-HJAPT;Churned;No;0;5;None;Yes;22,01;Yes;Yes;Cable;85;No;No;No;No;No;No;Yes;Yes;Month-to-Month;No;Bank Withdrawal;47,15;223,15;0;0;110,05;333,2
0224-NIJLP;Stayed;Yes;1;8;Offer E;Yes;2,87;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;20,15;165,5;0;0;22,96;188,46
0224-RLWWD;Joined;No;0;2;Offer E;Yes;23,91;No;Yes;Cable;22;No;No;No;No;No;No;No;Yes;One Year;Yes;Bank Withdrawal;44,3;89,3;0;0;47,82;137,12
0225-ZORZP;Joined;No;0;3;Offer E;Yes;13,72;No;Yes;Fiber Optic;26;No;Yes;No;No;No;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;84,3;235,05;0;0;41,16;276,21
0228-MAUWC;Stayed;No;0;19;Offer D;Yes;11,85;Yes;Yes;DSL;18;No;No;Yes;Yes;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;59,55;1144,6;0;0;225,15;1369,75
0229-LFJAF;Stayed;No;0;72;Offer A;Yes;3,66;Yes;Yes;DSL;13;Yes;Yes;Yes;Yes;No;No;No;Yes;Two Year;No;Bank Withdrawal;69,65;4908,25;0;0;263,52;5171,77
0230-UBYPQ;Stayed;Yes;2;63;Offer B;No;0;No;Yes;DSL;7;Yes;No;No;Yes;No;No;No;Yes;One Year;No;Bank Withdrawal;36,1;2298,9;0;0;0;2298,9
0230-WEQUW;Stayed;Yes;1;66;None;No;0;No;Yes;DSL;29;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;56,6;3789,2;0;0;0;3789,2
0231-LXVAP;Churned;No;0;1;None;Yes;44,56;No;Yes;Fiber Optic;27;No;No;No;Yes;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;75,9;75,9;0;0;44,56;120,46
0233-FTHAV;Stayed;No;0;60;None;Yes;15,29;Yes;Yes;Fiber Optic;48;No;No;Yes;No;No;No;No;Yes;One Year;Yes;Bank Withdrawal;79,2;4765;0;0;917,4;5682,4
0234-TEVTT;Stayed;Yes;3;48;None;No;0;No;Yes;DSL;22;Yes;No;Yes;No;No;Yes;Yes;Yes;One Year;No;Credit Card;45;2196,3;0;0;0;2196,3
0235-KGSLC;Churned;No;0;1;Offer E;Yes;33,34;No;Yes;Fiber Optic;4;No;No;Yes;No;Yes;No;No;Yes;Month-to-Month;Yes;Credit Card;85,55;85,55;0;0;33,34;118,89
0236-HFWSV;Churned;No;0;15;None;Yes;48,93;Yes;Yes;Fiber Optic;15;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;93,35;1444,65;0;0;733,95;2178,6
0237-YFUTL;Stayed;Yes;4;50;Offer B;Yes;34,57;Yes;Yes;Fiber Optic;13;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;109,65;5405,8;0;0;1728,5;7134,3
0238-WHBIQ;Stayed;Yes;10;72;Offer A;Yes;33,75;Yes;Yes;Cable;30;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Credit Card;89,7;6339,3;0;0;2430;8769,3
0239-OXEXL;Stayed;No;0;46;None;Yes;43,27;Yes;Yes;Fiber Optic;21;Yes;Yes;No;No;No;No;No;No;Month-to-Month;No;Credit Card;84,25;3847,6;0;100;1990,42;5938,02
0244-LGNFY;Stayed;Yes;4;72;None;Yes;30;Yes;Yes;DSL;19;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;92,65;6733;0;0;2160;8893
0247-SLUJI;Joined;Yes;2;1;None;Yes;34,28;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;19,7;19,7;0;0;34,28;53,98
0248-IPDFW;Joined;No;0;1;None;Yes;29,13;Yes;Yes;Cable;51;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;50,1;50,1;0;0;29,13;79,23
0248-PGHBZ;Stayed;No;0;67;Offer A;Yes;2,57;No;Yes;Fiber Optic;21;Yes;Yes;No;Yes;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;92,45;6140,85;0;0;172,19;6313,04
0253-ZTEOB;Stayed;Yes;5;48;None;Yes;8,94;Yes;Yes;DSL;27;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;79,65;3870,3;0;0;429,12;4299,42
0254-FNMCI;Stayed;No;0;72;None;Yes;41,91;No;Yes;Fiber Optic;73;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;109,9;7624,2;0;0;3017,52;10641,72
0254-KCJGT;Stayed;Yes;6;52;Offer B;Yes;41,34;Yes;Yes;Cable;24;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;One Year;Yes;Credit Card;81,4;4354,45;0;0;2149,68;6504,13
0254-WWRKD;Stayed;Yes;1;67;Offer A;Yes;46,9;No;Yes;Cable;28;No;Yes;No;No;No;No;No;Yes;One Year;No;Credit Card;50,55;3431,75;0;0;3142,3;6574,05
0256-LTHVJ;Churned;Yes;1;28;Offer C;Yes;16,85;No;Yes;Fiber Optic;13;No;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;81,05;2227,1;0;0;471,8;2698,9
0257-KXZGU;Stayed;Yes;9;32;Offer C;Yes;33,28;Yes;Yes;DSL;51;No;Yes;Yes;No;No;No;Yes;Yes;Month-to-Month;No;Bank Withdrawal;62,45;2045,55;0;0;1064,96;3110,51
0257-ZESQC;Churned;Yes;2;27;None;Yes;7,02;No;Yes;Cable;25;Yes;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;75,2;1929,35;0;0;189,54;2118,89
0258-NOKBL;Joined;No;0;3;None;Yes;31,48;No;Yes;Fiber Optic;73;No;Yes;Yes;No;No;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;90,4;268,45;0;0;94,44;362,89
0259-GBZSH;Churned;No;0;2;Offer E;Yes;40,43;Yes;Yes;Cable;27;No;No;No;No;Yes;No;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;85,65;181,5;0;0;80,86;262,36
0260-ZDLGK;Churned;No;0;9;None;Yes;35,49;No;Yes;Cable;11;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;72,9;651,4;0;0;319,41;970,81
0263-FJTQO;Stayed;Yes;10;50;Offer B;Yes;44,49;Yes;Yes;Cable;28;Yes;No;No;Yes;Yes;No;No;Yes;Two Year;Yes;Credit Card;70,5;3486,65;0;0;2224,5;5711,15
0264-CNITK;Stayed;Yes;1;71;None;Yes;31,03;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;20,1;1389,6;0;0;2203,13;3592,73
0265-EDXBD;Churned;Yes;2;32;Offer C;Yes;47,34;Yes;Yes;Fiber Optic;10;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;74,9;2303,35;0;0;1514,88;3818,23
0265-PSUAE;Stayed;Yes;10;16;Offer D;Yes;27,27;No;Yes;Fiber Optic;76;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;100,7;1522,7;0;0;436,32;1959,02
0266-CLZKZ;Stayed;Yes;8;67;Offer A;Yes;17,79;Yes;Yes;Fiber Optic;22;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;105,65;6717,9;0;0;1191,93;7909,83
0266-GMEAO;Stayed;Yes;1;72;None;Yes;15,94;Yes;Yes;Fiber Optic;13;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;114,3;8058,55;0;0;1147,68;9206,23
0268-QKIWO;Churned;No;0;3;Offer E;Yes;24,63;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;19,75;58,85;0;0;73,89;132,74
0269-XFESX;Stayed;Yes;1;23;None;Yes;48,02;Yes;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;24,35;538,5;0;0;1104,46;1642,96
0270-THENM;Stayed;Yes;1;72;None;Yes;28,37;Yes;Yes;DSL;18;Yes;Yes;Yes;Yes;No;No;No;Yes;Two Year;No;Bank Withdrawal;69,85;5102,35;25,24;0;2042,64;7119,75
0274-JKUJR;Stayed;Yes;9;7;Offer E;No;0;No;Yes;Cable;47;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;No;Credit Card;58,85;465,7;0;0;0;465,7
0277-BKSQP;Stayed;Yes;10;8;Offer E;Yes;1,56;No;Yes;DSL;57;No;No;No;No;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;54,4;475,1;0;0;12,48;487,58
0277-ORXQS;Stayed;Yes;9;66;Offer A;No;0;No;Yes;Cable;23;No;No;No;Yes;Yes;Yes;Yes;No;Two Year;No;Bank Withdrawal;50,55;3364,55;0;110;0;3474,55
0278-YXOOG;Churned;No;0;5;Offer E;Yes;34,26;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;21,05;113,85;0;0;171,3;285,15
0280-XJGEX;Churned;No;0;49;None;Yes;44,33;Yes;Yes;Fiber Optic;11;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;103,7;5036,3;0;0;2172,17;7208,47
0281-CNTZX;Stayed;Yes;2;63;Offer B;Yes;38,36;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Bank Withdrawal;19,95;1234,8;0;0;2416,68;3651,48
0282-NVSJS;Stayed;Yes;1;12;Offer D;No;0;No;Yes;DSL;14;No;No;No;Yes;No;No;No;Yes;Month-to-Month;Yes;Mailed Check;29,3;355,9;0;0;0;355,9
0285-INHLN;Stayed;Yes;5;27;None;Yes;36,19;No;Yes;DSL;53;Yes;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;54,75;1510,3;0;0;977,13;2487,43
0289-IVARM;Stayed;No;0;35;None;Yes;44,81;No;Yes;DSL;20;Yes;Yes;Yes;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;60,55;1982,6;0;0;1568,35;3550,95
0292-WEGCH;Stayed;Yes;7;54;Offer B;Yes;4,33;Yes;Yes;DSL;12;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;86,2;4524,05;0;0;233,82;4757,87
0295-PPHDO;Churned;No;0;1;None;Yes;5,59;Yes;Yes;Fiber Optic;2;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;95,45;95,45;0;0;5,59;101,04
0295-QVKPB;Stayed;No;0;5;Offer E;Yes;13,96;No;Yes;DSL;5;No;No;Yes;Yes;Yes;No;No;Yes;Month-to-Month;Yes;Credit Card;63,95;318,1;0;0;69,8;387,9
0297-RBCSG;Stayed;No;0;19;None;Yes;41,79;No;Yes;DSL;6;No;Yes;No;Yes;No;Yes;Yes;No;One Year;Yes;Bank Withdrawal;65,35;1231,85;0;60;794,01;2085,86
0298-XACET;Stayed;Yes;1;52;None;No;0;No;Yes;DSL;17;No;Yes;Yes;Yes;Yes;No;No;Yes;Two Year;No;Credit Card;50,2;2554;27,01;0;0;2526,99
0301-FIDRB;Stayed;Yes;8;72;None;No;0;No;Yes;DSL;22;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;63,8;4684,3;0;0;0;4684,3
0301-KOBTQ;Stayed;No;0;32;None;Yes;14,91;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Bank Withdrawal;20,05;614,45;9,73;0;477,12;1081,84
0302-JOIVN;Churned;Yes;1;8;None;Yes;16,88;No;Yes;Fiber Optic;6;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;101,15;842,9;0;0;135,04;977,94
0303-UNCIP;Stayed;No;0;41;Offer B;Yes;37,55;Yes;Yes;DSL;30;No;No;Yes;No;No;Yes;Yes;No;One Year;No;Mailed Check;65;2531,8;0;140;1539,55;4211,35
0303-WMMRN;Stayed;No;0;5;None;Yes;21,01;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Credit Card;19,25;86,05;0;0;105,05;191,1
0305-SQECB;Stayed;No;0;11;None;No;0;No;Yes;DSL;17;Yes;No;No;Yes;No;No;No;No;One Year;Yes;Credit Card;36,05;402,6;0;100;0;502,6
0306-JAELE;Churned;No;0;5;None;Yes;31,09;No;Yes;Fiber Optic;11;No;No;No;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;96,1;453,4;0;0;155,45;608,85
0307-BCOPK;Stayed;No;0;16;Offer D;Yes;41,51;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;19,05;326,65;0;0;664,16;990,81
0308-GIQJT;Stayed;No;0;71;None;Yes;6,1;Yes;Yes;Fiber Optic;9;No;Yes;No;Yes;Yes;Yes;No;Yes;One Year;No;Bank Withdrawal;105,75;7382,85;0;0;433,1;7815,95
0308-IVGOK;Stayed;No;0;11;None;No;0;No;Yes;DSL;59;No;Yes;Yes;Yes;No;No;No;Yes;One Year;Yes;Credit Card;40,4;422,6;0;0;0;422,6
0310-MVLET;Churned;Yes;1;61;None;Yes;49,33;Yes;Yes;Fiber Optic;7;No;Yes;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;99,15;6010,05;0;0;3009,13;9019,18
0310-SUCIN;Stayed;Yes;2;71;None;Yes;23,06;No;Yes;Cable;6;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;84,8;6046,1;0;0;1637,26;7683,36
0310-VQXAM;Stayed;No;0;9;None;Yes;40,74;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;19,85;178,8;0;0;366,66;545,46
0311-QYWSS;Stayed;No;0;6;None;Yes;39,16;No;Yes;DSL;8;Yes;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;49,45;314,6;0;0;234,96;549,56
0311-UNPFF;Churned;No;0;26;None;Yes;38,09;No;Yes;Fiber Optic;22;No;No;No;No;Yes;Yes;Yes;No;Month-to-Month;Yes;Bank Withdrawal;88,8;2274,35;0;50;990,34;3314,69
0314-TKOSI;Stayed;No;0;6;Offer E;Yes;6,98;No;Yes;Cable;30;Yes;Yes;No;No;No;No;No;No;Month-to-Month;No;Mailed Check;55,15;322,9;0;0;41,88;364,78
0315-LVCRK;Stayed;No;0;11;None;Yes;30,57;No;Yes;Fiber Optic;15;No;No;Yes;No;No;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;84,8;888,75;0;0;336,27;1225,02
0318-QUUOB;Churned;Yes;1;1;None;Yes;43,67;No;Yes;Fiber Optic;73;No;No;No;No;Yes;No;Yes;No;Month-to-Month;Yes;Bank Withdrawal;80,55;80,55;0;0;43,67;124,22
0318-ZOPWS;Stayed;Yes;10;49;None;Yes;2,82;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Bank Withdrawal;20,15;973,35;0;0;138,18;1111,53
0319-QZTCO;Joined;Yes;9;3;Offer E;Yes;11,47;No;Yes;DSL;51;No;Yes;No;No;Yes;No;No;Yes;Month-to-Month;Yes;Credit Card;58,7;168,6;0;0;34,41;203,01
0320-DWVTU;Stayed;No;0;53;Offer B;Yes;43,57;No;Yes;Fiber Optic;13;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Two Year;No;Credit Card;99,5;5424,25;0;0;2309,21;7733,46
0320-JDNQG;Churned;Yes;1;23;None;Yes;37,95;No;Yes;Fiber Optic;27;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;99,85;2331,3;0;0;872,85;3204,15
0322-CHQRU;Churned;No;0;2;None;Yes;25,49;No;Yes;DSL;9;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;45,35;89,5;0;0;50,98;140,48
0322-YINQP;Churned;No;0;1;None;Yes;11,35;No;Yes;DSL;9;Yes;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;48,55;48,55;0;0;11,35;59,9
0323-XWWTN;Joined;No;0;3;None;Yes;33,87;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;26,4;121,25;0;0;101,61;222,86
0324-BRPCJ;Churned;Yes;1;68;None;Yes;21,33;Yes;Yes;Cable;24;No;Yes;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;100,2;6851,65;0;0;1450,44;8302,09
0325-XBFAC;Churned;No;0;8;None;Yes;19,49;No;Yes;Fiber Optic;10;No;No;Yes;No;Yes;Yes;Yes;No;Month-to-Month;Yes;Bank Withdrawal;94,7;740,3;0;80;155,92;976,22
0326-VDYXE;Stayed;Yes;9;70;Offer A;Yes;16,66;Yes;Yes;Fiber Optic;26;No;No;Yes;No;Yes;Yes;Yes;No;One Year;Yes;Bank Withdrawal;97,65;6982,5;0;80;1166,2;8228,7
0327-WFZSY;Stayed;Yes;9;39;Offer C;Yes;17,29;Yes;Yes;Fiber Optic;75;No;No;Yes;No;Yes;Yes;Yes;Yes;One Year;No;Bank Withdrawal;100;3835,55;0;0;674,31;4509,86
0328-GRPMV;Churned;No;0;1;None;Yes;17,37;No;Yes;Fiber Optic;25;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;70,1;70,1;0;0;17,37;87,47
0329-GTIAJ;Churned;No;0;3;None;Yes;30,18;No;Yes;Fiber Optic;7;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;97,9;315,3;0;0;90,54;405,84
0330-BGYZE;Stayed;Yes;8;60;Offer B;Yes;19,22;Yes;Yes;Fiber Optic;4;No;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;No;Bank Withdrawal;102,5;6157,6;0;0;1153,2;7310,8
0330-IVZHA;Churned;Yes;1;5;Offer E;Yes;17,08;No;Yes;Fiber Optic;10;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;69,95;330,15;0;0;85,4;415,55
0334-GDDSO;Churned;No;0;3;Offer E;Yes;9,22;Yes;Yes;Fiber Optic;14;No;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;81,35;233,7;0;0;27,66;261,36
0334-ZFJSR;Stayed;No;0;55;None;Yes;35,38;Yes;Yes;Cable;13;Yes;Yes;No;Yes;No;No;No;No;One Year;Yes;Credit Card;66,05;3462,1;44,53;150;1945,9;5513,47
0336-KXKFK;Stayed;No;0;72;None;No;0;No;Yes;DSL;6;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;61,2;4390,25;0;0;0;4390,25
0336-PIKEI;Stayed;Yes;7;72;Offer A;Yes;5,27;No;Yes;DSL;9;Yes;Yes;Yes;Yes;Yes;No;No;No;Two Year;No;Bank Withdrawal;74,4;5360,75;0;140;379,44;5880,19
0337-CNPZE;Churned;No;0;41;None;Yes;10,43;Yes;Yes;Fiber Optic;22;No;Yes;Yes;No;Yes;Yes;Yes;No;Month-to-Month;Yes;Bank Withdrawal;106,3;4443,45;0;130;427,63;5001,08
0343-QLUZP;Stayed;No;0;60;Offer B;No;0;No;Yes;DSL;25;Yes;Yes;Yes;No;No;No;No;Yes;Two Year;No;Bank Withdrawal;39,6;2424,5;38,46;0;0;2386,04
0345-HKJVM;Churned;No;0;6;None;Yes;2,6;No;Yes;Fiber Optic;22;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;89,3;577,6;0;0;15,6;593,2
0345-XMMUG;Stayed;Yes;6;46;None;Yes;2;Yes;Yes;Fiber Optic;48;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;108,9;4854,3;0;0;92;4946,3
0347-UBKUZ;Stayed;No;0;15;None;Yes;2,74;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Mailed Check;19,9;320,45;0;0;41,1;361,55
0348-SDKOL;Churned;Yes;1;58;None;Yes;3,51;Yes;Yes;Fiber Optic;28;No;No;Yes;Yes;Yes;Yes;Yes;No;Month-to-Month;Yes;Credit Card;102,1;5885,4;0;100;203,58;6188,98
0354-VXMJC;Stayed;Yes;10;23;None;Yes;34,04;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;19,6;426,65;0;0;782,92;1209,57
0354-WYROK;Churned;Yes;1;31;Offer C;Yes;47,95;No;Yes;Fiber Optic;21;No;No;Yes;Yes;Yes;Yes;No;Yes;Month-to-Month;Yes;Bank Withdrawal;98,9;2911,3;0;0;1486,45;4397,75
0356-ERHVT;Stayed;Yes;1;11;Offer D;Yes;12,95;No;Yes;Cable;6;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;45,9;521,9;0;0;142,45;664,35
0356-OBMAC;Stayed;No;0;56;None;Yes;17,33;Yes;Yes;Fiber Optic;16;No;Yes;Yes;Yes;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;99,9;5706,3;0;0;970,48;6676,78
0357-NVCRI;Stayed;No;0;25;Offer C;Yes;12,87;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;20,05;471,7;0;0;321,75;793,45
0361-HJRDX;Stayed;No;0;68;Offer A;No;0;No;Yes;DSL;28;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Two Year;No;Credit Card;64,35;4539,6;0;130;0;4669,6
0362-RAOQO;Stayed;No;0;40;None;Yes;26,03;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;19,65;830,25;0;0;1041,2;1871,45
0362-ZBZWJ;Churned;No;0;36;None;Yes;24,66;Yes;Yes;Fiber Optic;22;No;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;84,9;3067,2;0;0;887,76;3954,96
0363-QJVFX;Churned;No;0;32;Offer C;Yes;27,69;Yes;Yes;Fiber Optic;73;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;108,15;3432,9;0;0;886,08;4318,98
0363-SVHYR;Stayed;Yes;10;71;Offer A;Yes;10,11;Yes;Yes;DSL;59;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;86,85;6263,8;0;0;717,81;6981,61
0365-BZUWY;Stayed;Yes;2;17;Offer D;Yes;10,11;Yes;Yes;Fiber Optic;2;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;102,55;1742,5;0;0;171,87;1914,37
0365-GXEZS;Stayed;Yes;6;18;Offer D;Yes;31,79;No;Yes;Fiber Optic;19;No;No;Yes;Yes;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;78,2;1468,75;0;0;572,22;2040,97
0365-TRTPY;Stayed;No;0;37;None;Yes;11,73;Yes;Yes;Fiber Optic;30;Yes;Yes;Yes;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;91,2;3382,3;0;0;434,01;3816,31
0366-NQSHS;Joined;No;0;2;None;Yes;44,34;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;19,35;46,35;0;0;88,68;135,03
0369-ZGOVK;Stayed;Yes;6;28;Offer C;Yes;12,94;No;Yes;Fiber Optic;24;No;No;No;No;No;No;No;Yes;One Year;Yes;Bank Withdrawal;70,4;1992,2;0;0;362,32;2354,52
0373-AIVNJ;Stayed;No;0;9;Offer E;No;0;No;Yes;Cable;19;Yes;Yes;Yes;No;No;No;No;Yes;One Year;No;Credit Card;39,55;373;0;0;0;373
0374-AACSZ;Joined;No;0;1;Offer E;Yes;38,33;No;Yes;DSL;24;Yes;No;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;50,15;50,15;0;50;38,33;138,48
0374-FIUCA;Stayed;Yes;1;65;None;Yes;23,46;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;20,4;1414,45;0;0;1524,9;2939,35
0374-IOEGQ;Joined;No;0;3;None;Yes;15,59;No;Yes;Cable;27;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;44,6;122,7;0;0;46,77;169,47
0375-HVGXO;Churned;No;0;1;Offer E;No;0;No;Yes;DSL;8;No;No;No;No;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;34,7;34,7;0;0;0;34,7
0376-OIWME;Stayed;Yes;3;36;Offer C;Yes;41,33;No;Yes;Fiber Optic;41;Yes;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;93,6;3366,05;16,56;0;1487,88;4837,37
0376-YMCJC;Churned;No;0;23;None;Yes;38,69;Yes;Yes;Cable;69;No;No;No;Yes;Yes;No;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;90,6;1943,2;4,73;0;889,87;2828,34
0377-JBKKT;Stayed;Yes;9;22;Offer D;Yes;42,58;No;Yes;DSL;82;Yes;Yes;No;Yes;No;No;Yes;Yes;Month-to-Month;Yes;Credit Card;57,95;1271,8;0;0;936,76;2208,56
0378-CJKPV;Stayed;Yes;1;72;None;Yes;4,56;Yes;Yes;Fiber Optic;18;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Credit Card;112,1;7965,95;18,88;0;328,32;8275,39
0378-NHQXU;Churned;Yes;7;17;None;Yes;17,91;Yes;Yes;Fiber Optic;9;No;No;Yes;No;Yes;No;No;Yes;Month-to-Month;No;Bank Withdrawal;88,25;1460,65;0;0;304,47;1765,12
0378-TOVMS;Churned;No;0;3;None;Yes;10,6;No;Yes;Fiber Optic;73;No;No;No;Yes;No;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;85,8;272,2;0;0;31,8;304
0378-XSZPU;Churned;Yes;1;58;Offer B;Yes;17,22;No;Yes;Cable;21;Yes;Yes;Yes;No;No;No;No;Yes;One Year;No;Credit Card;60,3;3563,8;0;0;998,76;4562,56
