customer_id,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married
0691-JVSYA,Female,24,Yes,No,Yes,No,0,Yes
0691-NIKRI,Female,41,No,No,No,No,0,No
0696-UKTOX,Male,64,No,No,No,Yes,1,No
0697-ZMSWS,Male,19,Yes,No,No,No,0,No
0699-NDKJM,Female,45,No,No,Yes,No,0,Yes
0701-RFGFI,Female,56,No,No,Yes,Yes,6,Yes
0701-TJSEF,Male,45,No,No,No,No,0,No
0702-PGIBZ,Male,28,Yes,No,No,No,0,No
0704-VCUMB,Female,64,No,No,Yes,No,0,Yes
0707-HOVVN,Female,79,No,Yes,No,No,0,No
0708-LGSMF,Male,56,No,No,Yes,No,0,Yes
0708-SJDIS,Female,32,No,No,No,No,0,No
0709-TVGUR,Female,70,No,Yes,No,No,0,No
0716-BQNDX,Male,77,No,Yes,No,No,0,No
0719-SYFRB,Female,52,No,No,No,No,0,No
0722-SVSFK,Female,45,No,No,No,No,0,No
0722-TROQR,Female,68,No,Yes,No,No,0,No
0723-DRCLG,Female,73,No,Yes,Yes,No,0,Yes
0723-FDLAY,Male,54,No,No,No,No,0,No
0723-VSOBE,Female,67,No,Yes,No,No,0,No
0725-CXOTM,Female,29,Yes,No,No,No,0,No
0727-BMPLR,Female,66,No,Yes,No,No,0,No
0727-BNRLG,Male,41,No,No,No,No,0,No
0727-IWKVK,Male,35,No,No,Yes,No,0,Yes
0730-BGQGF,Male,48,No,No,Yes,Yes,3,Yes
0730-KOAVE,Male,53,No,No,No,No,0,No
0731-EBJQB,Female,24,Yes,No,Yes,No,0,Yes
0732-OCQOC,Female,30,No,No,Yes,No,0,Yes
0733-VUNUW,Male,43,No,No,No,No,0,No
0734-OXWBT,Male,44,No,No,No,Yes,1,No
0739-UUAJR,Female,61,No,No,Yes,Yes,1,Yes
0742-LAFQK,Male,52,No,No,Yes,No,0,Yes
0742-MOABM,Male,50,No,No,Yes,No,0,Yes
0742-NXBGR,Female,64,No,No,No,No,0,No
0743-HNPFG,Female,50,No,No,Yes,No,0,Yes
0743-HRVFF,Female,42,No,No,Yes,Yes,3,Yes
0744-BIKKF,Male,39,No,No,No,No,0,No
0744-GKNGE,Female,31,No,No,Yes,Yes,2,Yes
0746-JTRFU,Male,22,Yes,No,No,No,0,No
0748-RDGGM,Male,38,No,No,Yes,No,0,Yes
0749-IRGQE,Female,68,No,Yes,Yes,No,0,Yes
0750-EBAIU,Male,43,No,No,No,No,0,No
0750-EKNGL,Male,44,No,No,No,No,0,No
0754-EEBDC,Male,25,Yes,No,Yes,Yes,1,Yes
0754-UKWQP,Male,63,No,No,No,No,0,No
0756-MPZRL,Male,35,No,No,No,No,0,No
0757-WCUUZ,Male,29,Yes,No,Yes,Yes,3,Yes
0761-AETCS,Female,58,No,No,No,No,0,No
0769-MURVM,Female,44,No,No,Yes,Yes,2,Yes
0771-CHWSK,Male,56,No,No,No,No,0,No
0771-WLCLA,Female,49,No,No,Yes,Yes,1,Yes
0772-GYEQQ,Male,33,No,No,No,No,0,No
0774-IFUVM,Male,19,Yes,No,Yes,Yes,2,Yes
0774-RMNUW,Female,44,No,No,Yes,Yes,1,Yes
0778-NELLA,Male,43,No,No,No,No,0,No
0780-XNZFN,Male,60,No,No,No,No,0,No
0781-LKXBR,Male,65,No,Yes,No,No,0,No
0784-GTUUK,Male,26,Yes,No,Yes,No,0,Yes
0784-ZQJZX,Male,22,Yes,No,No,Yes,1,No
0786-IVLAW,Female,72,No,Yes,No,No,0,No
0786-VSSUD,Male,68,No,Yes,No,No,0,No
0787-LHDYT,Male,36,No,No,No,No,0,No
0788-DXBFY,Male,54,No,No,Yes,No,0,Yes
0793-TWELN,Female,27,Yes,No,No,No,0,No
0794-YVSGE,Male,29,Yes,No,Yes,Yes,1,Yes
0795-GMVQO,Male,36,No,No,Yes,No,0,Yes
0795-LAFGP,Male,25,Yes,No,Yes,No,0,Yes
0795-XCCTE,Male,80,No,Yes,No,No,0,No
0799-DDIHE,Female,24,Yes,No,Yes,Yes,3,Yes
0804-XBFBV,Female,49,No,No,No,Yes,1,No
0804-YGEQV,Female,59,No,No,Yes,Yes,1,Yes
0807-ZABDG,Female,43,No,No,No,Yes,2,No
0810-BDHAW,Female,54,No,No,Yes,No,0,Yes
0810-DHDBD,Female,31,No,No,No,No,0,No
0811-GSDTP,Female,50,No,No,No,Yes,2,No
0812-WUPTB,Male,65,No,Yes,Yes,No,0,Yes
0813-TAXXS,Male,48,No,No,No,No,0,No
0815-MFZGM,Female,54,No,No,Yes,No,0,Yes
0816-TSPHQ,Male,35,No,No,No,No,0,No
0817-HSUSE,Male,26,Yes,No,No,No,0,No
0818-OCPZO,Male,80,No,Yes,No,No,0,No
0820-FNRNX,Male,48,No,No,Yes,Yes,3,Yes
0822-GAVAP,Female,19,Yes,No,No,No,0,No
0822-QGCXA,Female,76,No,Yes,Yes,No,0,Yes
0823-HSCDJ,Male,76,No,Yes,No,No,0,No
0824-VWDPO,Female,58,No,No,No,No,0,No
0825-CPPQH,Female,26,Yes,No,Yes,No,0,Yes
0827-ITJPH,Male,33,No,No,No,No,0,No
0829-DDVLK,Female,58,No,No,No,No,0,No
0829-XXPLX,Female,48,No,No,No,No,0,No
0831-JNISG,Male,52,No,No,Yes,Yes,2,Yes
0835-DUUIQ,Female,55,No,No,No,No,0,No
0835-JKADZ,Female,29,Yes,No,No,No,0,No
0836-SEYLU,Male,64,No,No,Yes,No,0,Yes
0839-JTCUD,Female,31,No,No,Yes,No,0,Yes
0839-QNXME,Female,35,No,No,No,No,0,No
0840-DCNZE,Male,33,No,No,No,No,0,No
0840-DFEZH,Female,63,No,No,No,No,0,No
0841-NULXI,Male,38,No,No,No,No,0,No
0842-IWYCP,Female,19,Yes,No,No,No,0,No
0843-WTBXE,Male,38,No,No,No,No,0,No
0847-HGRML,Male,44,No,No,No,Yes,2,No
0848-SOMKO,Male,23,Yes,No,No,No,0,No
0848-ZGQIJ,Female,56,No,No,Yes,No,0,Yes
0851-DFJKB,Female,57,No,No,No,No,0,No
0853-NWIFK,Female,27,Yes,No,No,No,0,No
0853-TWRVK,Male,59,No,No,Yes,No,0,Yes
0854-UYHZD,Female,21,Yes,No,Yes,Yes,3,Yes
0856-NAOES,Male,29,Yes,No,No,No,0,No
0859-YGKFW,Male,56,No,No,Yes,Yes,3,Yes
0862-PRCBS,Female,32,No,No,Yes,Yes,3,Yes
0864-FVJNJ,Female,63,No,No,Yes,Yes,1,Yes
0866-QLSIR,Female,53,No,No,No,No,0,No
0867-LDTTC,Male,51,No,No,No,No,0,No
0867-MKZVY,Female,26,Yes,No,Yes,Yes,1,Yes
0868-VJRDR,Male,61,No,No,Yes,No,0,Yes
0869-PAPRP,Female,68,No,Yes,Yes,No,0,Yes
0870-VEMYL,Female,34,No,No,No,No,0,No
0871-OPBXW,Female,57,No,No,No,No,0,No
0871-URUWO,Male,36,No,No,Yes,No,0,Yes
0872-CASZJ,Male,30,No,No,Yes,No,0,Yes
0872-JCPIB,Male,47,No,No,No,No,0,No
0872-NXJYS,Female,40,No,No,No,No,0,No
0875-CABNR,Female,70,No,Yes,No,No,0,No
0876-WDUUZ,Female,62,No,No,No,No,0,No
0877-SDMBN,Female,20,Yes,No,No,No,0,No
0880-FVFWF,Male,32,No,No,No,No,0,No
0880-TKATG,Male,21,Yes,No,Yes,No,0,Yes
0883-EIBTI,Female,23,Yes,No,No,No,0,No
0885-HMGPY,Male,55,No,No,No,No,0,No
0886-QGENL,Female,72,No,Yes,Yes,No,0,Yes
0887-HJGAR,Male,57,No,No,No,No,0,No
0887-WBJVH,Female,29,Yes,No,Yes,No,0,Yes
0895-DQHEW,Male,47,No,No,Yes,No,0,Yes
0895-LMRSF,Male,34,No,No,No,No,0,No
0895-LNKRC,Male,53,No,No,Yes,Yes,3,Yes
0895-UADGO,Male,46,No,No,No,No,0,No
0897-FEGMU,Female,43,No,No,Yes,No,0,Yes
0898-XCGTF,Male,46,No,No,Yes,No,0,Yes
0899-LIIBW,Male,21,Yes,No,Yes,No,0,Yes
0899-WZRSD,Male,31,No,No,No,No,0,No
0902-RFHOF,Male,38,No,No,No,No,0,No
0902-XKXPN,Male,29,Yes,No,Yes,Yes,1,Yes
0906-QVPMS,Male,29,Yes,No,Yes,No,0,Yes
0907-HQNTS,Female,74,No,Yes,Yes,No,0,Yes
0909-SDHNU,Female,33,No,No,No,Yes,2,No
0909-SELIE,Male,53,No,No,Yes,No,0,Yes
0913-XWSCN,Male,29,Yes,No,Yes,Yes,2,Yes
0916-KNFAJ,Male,37,No,No,Yes,No,0,Yes
0916-QOFDP,Female,79,No,Yes,Yes,Yes,1,Yes
0917-EZOLA,Male,66,No,Yes,Yes,No,0,Yes
0921-OHLVP,Male,35,No,No,No,No,0,No
0923-PNFUB,Female,55,No,No,No,No,0,No
0924-BJCRC,Female,70,No,Yes,Yes,No,0,Yes
0925-VYDLG,Female,40,No,No,No,No,0,No
0927-CNGRH,Male,42,No,No,No,Yes,3,No
0927-LCSMG,Male,23,Yes,No,No,No,0,No
0928-JMXNP,Male,78,No,Yes,Yes,No,0,Yes
0928-XUTSN,Female,22,Yes,No,No,No,0,No
0929-HYQEW,Male,20,Yes,No,No,No,0,No
0929-PECLO,Female,74,No,Yes,No,No,0,No
0930-EHUZA,Female,33,No,No,No,No,0,No
0931-MHTEM,Female,36,No,No,No,No,0,No
0932-YIXYU,Female,50,No,No,No,No,0,No
0936-NQLJU,Female,40,No,No,Yes,No,0,Yes
0939-EREMR,Female,40,No,No,No,Yes,1,No
0939-YAPAF,Female,44,No,No,No,No,0,No
0940-OUQEC,Male,54,No,No,No,No,0,No
0942-KOWSM,Female,24,Yes,No,Yes,No,0,Yes
0943-ZQPXH,Male,46,No,No,Yes,Yes,1,Yes
0945-TSONX,Female,22,Yes,No,Yes,No,0,Yes
0946-CLJTI,Male,67,No,Yes,Yes,No,0,Yes
0946-FKYTX,Male,42,No,No,No,No,0,No
0947-IDHRQ,Female,21,Yes,No,No,No,0,No
0947-MUGVO,Male,71,No,Yes,Yes,No,0,Yes
0952-KMEEH,Male,46,No,No,No,No,0,No
0953-LGOVU,Male,19,Yes,No,Yes,Yes,3,Yes
0956-ACVZC,Female,23,Yes,No,No,No,0,No
0956-SYCWG,Female,61,No,No,No,No,0,No
0958-YHXGP,Female,25,Yes,No,No,No,0,No
0959-WHOKV,Male,28,Yes,No,No,No,0,No
0960-HUWBM,Male,40,No,No,Yes,Yes,3,Yes
0961-ZWLVI,Male,35,No,No,No,Yes,3,No
0962-CQPWQ,Female,57,No,No,Yes,Yes,2,Yes
0963-ZBDRN,Male,45,No,No,No,No,0,No
0967-BMLBD,Female,37,No,No,Yes,Yes,1,Yes
0968-GSIKN,Female,23,Yes,No,No,No,0,No
0969-RGKCU,Male,31,No,No,Yes,Yes,1,Yes
0970-ETWGE,Male,38,No,No,No,No,0,No
0970-QXPXW,Female,28,Yes,No,No,No,0,No
0971-QIFJK,Female,57,No,No,Yes,No,0,Yes
0973-KYVNF,Female,59,No,No,Yes,No,0,Yes
0975-UYDTX,Female,46,No,No,Yes,No,0,Yes
0975-VOOVL,Female,34,No,No,No,No,0,No
0979-MOZQI,Male,61,No,No,Yes,No,0,Yes
0979-PHULV,Male,30,No,No,Yes,No,0,Yes
0980-FEXWF,Male,32,No,No,Yes,Yes,1,Yes
0980-PVMRC,Female,27,Yes,No,Yes,Yes,3,Yes
0983-TATYJ,Female,42,No,No,Yes,No,0,Yes
0988-AADSA,Female,40,No,No,Yes,Yes,2,Yes
0988-JRWWP,Female,50,No,No,No,No,0,No
0991-BRRFB,Male,31,No,No,No,No,0,No
0993-OSGPT,Female,78,No,Yes,Yes,No,0,Yes
0997-YTLNY,Female,59,No,No,No,Yes,2,No
0999-QXNSA,Male,72,No,Yes,No,Yes,1,No
1000-AJSLD,Male,25,Yes,No,No,No,0,No
1004-NOZNR,Male,71,No,Yes,No,Yes,2,No
1009-IRMNA,Female,27,Yes,No,No,No,0,No
1010-DIAUQ,Male,54,No,No,No,No,0,No
1013-QCWAM,Female,73,No,Yes,Yes,No,0,Yes
1015-JPFYW,Male,47,No,No,No,Yes,2,No
1015-OWJKI,Male,46,No,No,No,No,0,No
1016-DJTSV,Male,66,No,Yes,No,No,0,No
1017-FBQMM,Female,47,No,No,Yes,Yes,2,Yes
1020-JPQOW,Female,63,No,No,Yes,No,0,Yes
1022-RKXDR,Female,38,No,No,No,No,0,No
1023-BQXZE,Male,30,No,No,No,No,0,No
1024-GUALD,Female,29,Yes,No,Yes,No,0,Yes
1024-KPRBB,Female,63,No,No,No,No,0,No
1024-VRZHF,Male,39,No,No,Yes,No,0,Yes
1025-FALIX,Female,49,No,No,No,No,0,No
1027-LKKQQ,Female,35,No,No,Yes,Yes,3,Yes
1028-FFNJK,Male,79,No,Yes,Yes,No,0,Yes
1029-QFBEN,Male,27,Yes,No,No,No,0,No
1031-IIDEO,Female,51,No,No,No,No,0,No
1032-MAELW,Female,57,No,No,Yes,Yes,3,Yes
1035-IPQPU,Female,77,No,Yes,Yes,No,0,Yes
1036-GUDCL,Male,59,No,No,Yes,Yes,3,Yes
1038-RQOST,Male,43,No,No,Yes,Yes,2,Yes
1038-ZAGBI,Female,59,No,No,Yes,No,0,Yes
1041-RXHRA,Female,25,Yes,No,No,No,0,No
1042-HFUCW,Female,37,No,No,No,Yes,1,No
1043-UXOVO,Female,25,Yes,No,No,No,0,No
1043-YCUTE,Male,19,Yes,No,Yes,No,0,Yes
1045-LTCYT,Female,54,No,No,Yes,Yes,3,Yes
1047-NNCBF,Male,56,No,No,No,No,0,No
1047-RNXZV,Male,57,No,No,No,No,0,No
1049-FYSYG,Female,48,No,No,Yes,No,0,Yes
1051-EQPZR,Female,21,Yes,No,Yes,Yes,2,Yes
1051-GEJLJ,Female,19,Yes,No,No,No,0,No
1052-QJIBV,Female,28,Yes,No,Yes,Yes,2,Yes
1053-MXTTK,Female,63,No,No,Yes,Yes,1,Yes
1057-FOGLZ,Female,44,No,No,No,No,0,No
1060-ENTOF,Female,70,No,Yes,Yes,No,0,Yes
1061-PNTHC,Female,36,No,No,Yes,Yes,2,Yes
1062-LHZOD,Male,49,No,No,Yes,No,0,Yes
1063-DHQJF,Male,56,No,No,Yes,Yes,3,Yes
1064-FBXNK,Male,55,No,No,Yes,Yes,1,Yes
1066-JKSGK,Male,29,Yes,No,No,No,0,No
1069-QJOEE,Male,47,No,No,Yes,Yes,1,Yes
1069-XAIEM,Female,68,No,Yes,No,No,0,No
1073-XXCZD,Male,54,No,No,Yes,No,0,Yes
1074-AMIOH,Female,38,No,No,Yes,Yes,2,Yes
1074-WVEVG,Female,29,Yes,No,Yes,No,0,Yes
1075-BGWOH,Male,69,No,Yes,Yes,No,0,Yes
1077-HUUJM,Female,48,No,No,No,Yes,1,No
1078-TDCRN,Female,75,No,Yes,Yes,No,0,Yes
1080-BWSYE,Male,76,No,Yes,Yes,No,0,Yes
1084-MNSMJ,Female,63,No,No,Yes,No,0,Yes
1084-UQCHV,Male,35,No,No,No,No,0,No
1085-LDWAM,Female,24,Yes,No,Yes,Yes,2,Yes
1086-LXKFY,Female,46,No,No,Yes,No,0,Yes
1087-GRUYI,Male,62,No,No,Yes,No,0,Yes
1087-UDSIH,Female,38,No,No,No,No,0,No
1088-AUUZZ,Male,33,No,No,Yes,Yes,1,Yes
1088-CNNKB,Male,34,No,No,Yes,No,0,Yes
1089-HDMKP,Male,72,No,Yes,No,Yes,1,No
1089-XZWHH,Female,43,No,No,Yes,Yes,3,Yes
1090-ESELR,Male,47,No,No,Yes,No,0,Yes
1090-PYKCI,Female,19,Yes,No,Yes,Yes,3,Yes
1091-SOZGA,Female,27,Yes,No,Yes,No,0,Yes
1092-GANHU,Male,62,No,No,No,No,0,No
1092-WPIVQ,Female,33,No,No,Yes,Yes,1,Yes
1093-YSWCA,Male,45,No,No,No,No,0,No
1094-BKOSX,Female,52,No,No,Yes,Yes,2,Yes
1095-JUDTC,Female,78,No,Yes,No,No,0,No
1095-WGNGG,Female,35,No,No,Yes,No,0,Yes
1096-ADRUX,Female,34,No,No,Yes,Yes,1,Yes
1097-FSPVW,Female,42,No,No,No,No,0,No
1098-KFQEC,Female,24,Yes,No,Yes,Yes,2,Yes
1098-TDVUQ,Female,34,No,No,No,No,0,No
1099-BTKWT,Female,58,No,No,Yes,No,0,Yes
1099-GODLO,Female,62,No,No,Yes,Yes,3,Yes
1100-DDVRV,Male,27,Yes,No,Yes,No,0,Yes
1101-SSWAG,Female,60,No,No,Yes,No,0,Yes
1104-FEJAM,Male,52,No,No,Yes,Yes,2,Yes
1104-TNLZA,Male,67,No,Yes,Yes,No,0,Yes
1106-HRLKZ,Male,21,Yes,No,Yes,Yes,1,Yes
1110-KYLGQ,Female,46,No,No,No,No,0,No
1112-CUNAO,Female,67,No,Yes,No,No,0,No
1113-IUJYX,Female,59,No,No,Yes,No,0,Yes
1114-CENIM,Male,43,No,No,No,Yes,2,No
1116-DXXDF,Male,38,No,No,No,No,0,No
1116-FRYVH,Female,29,Yes,No,Yes,Yes,3,Yes
1120-BMWUB,Female,36,No,No,No,No,0,No
1121-QSIVB,Female,39,No,No,No,Yes,3,No
1122-JWTJW,Male,64,No,No,Yes,Yes,2,Yes
1122-YJBCS,Male,36,No,No,Yes,No,0,Yes
1125-SNVCK,Female,78,No,Yes,No,No,0,No
1131-ALZWV,Female,58,No,No,No,No,0,No
1131-QQZEB,Male,66,No,Yes,Yes,No,0,Yes
1131-SUEKT,Male,41,No,No,Yes,Yes,1,Yes
1133-KXCGE,Female,38,No,No,No,No,0,No
1134-YWTYF,Male,32,No,No,Yes,No,0,Yes
1135-HIORI,Female,48,No,No,Yes,Yes,3,Yes
1135-LMECX,Female,47,No,No,No,No,0,No
1136-XGEQU,Female,53,No,No,Yes,No,0,Yes
1137-DGOWI,Female,53,No,No,Yes,No,0,Yes
1139-WUOAH,Male,33,No,No,No,No,0,No
1140-UKVZG,Female,64,No,No,No,No,0,No
1142-IHLOO,Female,36,No,No,No,No,0,No
1142-WACZW,Male,64,No,No,No,No,0,No
1143-NMNQJ,Female,39,No,No,No,No,0,No
1150-FTQGN,Female,35,No,No,Yes,Yes,3,Yes
1150-WFARN,Female,59,No,No,Yes,No,0,Yes
1153-GNOLC,Male,62,No,No,No,No,0,No
1154-HYWWO,Male,55,No,No,No,No,0,No
1156-ZFYDO,Female,57,No,No,No,No,0,No
1157-BQCUW,Male,59,No,No,No,No,0,No
1159-WFSGR,Female,59,No,No,Yes,Yes,2,Yes
1162-ECVII,Male,66,No,Yes,Yes,No,0,Yes
1163-ONYEY,Male,61,No,No,Yes,Yes,2,Yes
1163-VIPRI,Female,22,Yes,No,Yes,Yes,2,Yes
1166-PQLGG,Female,58,No,No,Yes,Yes,1,Yes
1167-OYZJF,Female,65,No,Yes,Yes,No,0,Yes
1169-SAOCL,Male,45,No,No,No,No,0,No
1169-WCVAK,Male,42,No,No,Yes,No,0,Yes
1170-SASML,Female,33,No,No,Yes,No,0,Yes
1171-TYKUR,Male,20,Yes,No,Yes,No,0,Yes
1172-VIYBP,Male,54,No,No,Yes,Yes,3,Yes
1173-NOEYG,Female,25,Yes,No,Yes,No,0,Yes
1173-XZPYF,Female,60,No,No,No,No,0,No
1174-FGIFN,Female,44,No,No,Yes,Yes,1,Yes
1177-XZBJL,Male,35,No,No,Yes,Yes,2,Yes
1178-PZGAB,Female,45,No,No,No,No,0,No
1179-INLAT,Male,33,No,No,No,No,0,No
1183-CANVH,Female,55,No,No,Yes,No,0,Yes
1184-PJVDB,Male,38,No,No,Yes,No,0,Yes
1187-WILMM,Male,39,No,No,Yes,No,0,Yes
1193-RTSLK,Female,26,Yes,No,No,No,0,No
1194-BHJYC,Male,22,Yes,No,Yes,No,0,Yes
1194-HVAIF,Female,21,Yes,No,Yes,No,0,Yes
1194-SPVSP,Male,20,Yes,No,No,No,0,No
1195-OIYEJ,Male,54,No,No,No,No,0,No
1196-AMORA,Male,63,No,No,No,No,0,No
1197-BVMVG,Female,65,No,Yes,No,No,0,No
1200-TUZHR,Female,70,No,Yes,No,No,0,No
1202-KKGFU,Female,24,Yes,No,Yes,No,0,Yes
1205-WNWPJ,Female,54,No,No,No,No,0,No
1206-EHBDD,Female,56,No,No,Yes,No,0,Yes
1207-BLKSA,Female,42,No,No,Yes,Yes,2,Yes
1208-DNHLN,Male,60,No,No,Yes,No,0,Yes
1208-NBVFH,Male,63,No,No,Yes,Yes,1,Yes
1209-VFFOC,Male,47,No,No,Yes,Yes,2,Yes
1212-GLHMD,Male,54,No,No,No,No,0,No
1213-NGCUN,Female,49,No,No,No,No,0,No
1215-EXRMO,Male,32,No,No,Yes,No,0,Yes
1215-FIGMP,Male,27,Yes,No,No,No,0,No
1215-VFYVK,Female,19,Yes,No,No,No,0,No
1216-BGTSP,Male,30,No,No,No,No,0,No
1216-JWVUX,Male,51,No,No,Yes,Yes,3,Yes
1217-VASWC,Male,77,No,Yes,Yes,No,0,Yes
1218-VKFPE,Female,48,No,No,Yes,No,0,Yes
1219-NNDDO,Female,51,No,No,No,No,0,No
1221-GHZEP,Female,45,No,No,No,No,0,No
1222-KJNZD,Male,61,No,No,Yes,Yes,1,Yes
1222-LRYKO,Male,21,Yes,No,No,Yes,3,No
1223-UNPKS,Male,55,No,No,Yes,Yes,1,Yes
1226-IENZN,Male,68,No,Yes,No,No,0,No
1226-JZNKR,Female,20,Yes,No,Yes,No,0,Yes
1226-UDFZR,Female,26,Yes,No,No,No,0,No
1227-UDMZR,Female,53,No,No,Yes,No,0,Yes
1228-FZFRV,Male,37,No,No,Yes,No,0,Yes
1228-ZLNBX,Male,25,Yes,No,No,No,0,No
1229-RCALF,Female,37,No,No,Yes,No,0,Yes
1230-QAJDW,Male,32,No,No,No,No,0,No
1231-YNDEK,Male,49,No,No,No,No,0,No
1236-WFCDV,Male,74,No,Yes,No,No,0,No
1237-WIYYZ,Female,49,No,No,No,No,0,No
1240-HCBOH,Female,45,No,No,No,No,0,No
1240-KNSEZ,Male,63,No,No,No,No,0,No
1241-EZFMJ,Male,48,No,No,Yes,No,0,Yes
1241-FPMOF,Male,31,No,No,No,No,0,No
1245-HARPS,Female,46,No,No,Yes,No,0,Yes
1247-QBVSH,Female,41,No,No,Yes,Yes,2,Yes
1248-DYXUB,Male,42,No,No,Yes,Yes,3,Yes
1251-KRREG,Male,22,Yes,No,No,No,0,No
1251-STYSZ,Female,66,No,Yes,No,No,0,No
1254-IZEYF,Female,74,No,Yes,No,No,0,No
1257-SXUXQ,Male,20,Yes,No,Yes,Yes,1,Yes
1258-YMZNM,Female,70,No,Yes,No,No,0,No
1260-TTRXI,Male,64,No,No,No,No,0,No
1261-FWTTE,Male,78,No,Yes,No,No,0,No
1262-OPMFY,Female,46,No,No,Yes,No,0,Yes
1264-BYWMS,Male,40,No,No,No,No,0,No
1264-FUHCX,Female,51,No,No,Yes,No,0,Yes
1265-BCFEO,Female,30,No,No,Yes,No,0,Yes
1265-HVPZB,Male,49,No,No,Yes,No,0,Yes
1265-XTECC,Female,68,No,Yes,Yes,No,0,Yes
1265-ZFOSD,Female,33,No,No,Yes,No,0,Yes
1266-NZYUI,Female,56,No,No,Yes,No,0,Yes
1268-ASBGA,Female,66,No,Yes,Yes,No,0,Yes
1269-FOYWN,Male,23,Yes,No,Yes,Yes,3,Yes
1270-XKUCC,Female,24,Yes,No,Yes,Yes,1,Yes
1271-SJBGZ,Male,77,No,Yes,No,No,0,No
1271-UODNO,Male,60,No,No,No,No,0,No
1272-ILHFG,Male,48,No,No,Yes,Yes,3,Yes
1273-MTETI,Female,69,No,Yes,No,No,0,No
1282-IHQAC,Male,68,No,Yes,No,No,0,No
1285-OKIPP,Male,62,No,No,No,Yes,3,No
1291-CUOCY,Male,55,No,No,Yes,No,0,Yes
1293-BSEUN,Female,64,No,No,Yes,Yes,3,Yes
1293-HHSHJ,Female,61,No,No,No,No,0,No
1297-VQDRP,Male,80,No,Yes,Yes,Yes,1,Yes
1298-PHBTI,Male,40,No,No,Yes,Yes,3,Yes
1299-AURJA,Female,43,No,No,Yes,Yes,2,Yes
1301-LOPVR,Male,62,No,No,Yes,Yes,3,Yes
1302-TPUBN,Male,58,No,No,No,No,0,No
1302-UHBDD,Male,70,No,Yes,No,No,0,No
1303-SRDOK,Female,52,No,No,Yes,Yes,2,Yes
1304-BCCFO,Male,24,Yes,No,Yes,No,0,Yes
1304-NECVQ,Female,69,No,Yes,No,No,0,No
1304-SEGFY,Female,57,No,No,Yes,No,0,Yes
1306-RPWXZ,Female,60,No,No,No,Yes,3,No
1307-ATKGB,Male,21,Yes,No,No,No,0,No
1307-TVUFB,Male,66,No,Yes,No,No,0,No
1309-BXVOQ,Male,27,Yes,No,Yes,No,0,Yes
1309-XGFSN,Male,72,No,Yes,Yes,Yes,1,Yes
1310-QRITU,Female,40,No,No,No,No,0,No
1319-YLZJG,Male,62,No,No,Yes,No,0,Yes
1320-GVNHT,Male,56,No,No,Yes,Yes,2,Yes
1320-HTRDR,Female,30,No,No,No,No,0,No
1320-REHCS,Male,75,No,Yes,No,No,0,No
1322-AGOQM,Male,57,No,No,No,No,0,No
1323-OOEPC,Female,45,No,No,Yes,No,0,Yes
1324-NLTJE,Female,73,No,Yes,No,No,0,No
1325-USMEC,Male,58,No,No,Yes,No,0,Yes
1328-EUZHC,Female,59,No,No,Yes,No,0,Yes
1329-VHWNP,Female,42,No,No,No,No,0,No
1333-PBMXB,Female,40,No,No,Yes,Yes,2,Yes
1334-FJSVR,Male,64,No,No,No,No,0,No
1334-PDUKM,Female,48,No,No,Yes,No,0,Yes
1335-HQMKX,Female,49,No,No,Yes,No,0,Yes
1335-MXCSE,Male,24,Yes,No,Yes,Yes,1,Yes
1335-NTIUC,Male,61,No,No,No,No,0,No
1336-EZFZY,Female,33,No,No,No,No,0,No
1337-BOZWO,Male,25,Yes,No,Yes,Yes,2,Yes
1338-CECEE,Male,28,Yes,No,Yes,No,0,Yes
1342-JPNKI,Male,33,No,No,No,No,0,No
1343-EHPYB,Male,61,No,No,Yes,No,0,Yes
1345-GKDZZ,Male,20,Yes,No,No,Yes,1,No
1345-ZUKID,Male,24,Yes,No,No,No,0,No
1346-PJWTK,Male,63,No,No,Yes,No,0,Yes
1346-UFHAX,Female,59,No,No,No,No,0,No
1347-KTTTA,Male,22,Yes,No,Yes,No,0,Yes
1349-WXNGG,Male,57,No,No,No,No,0,No
1352-HNSAW,Female,26,Yes,No,Yes,Yes,3,Yes
1352-VHKAJ,Male,30,No,No,Yes,Yes,2,Yes
1353-GHZOS,Male,22,Yes,No,Yes,No,0,Yes
1353-LJWEM,Male,23,Yes,No,No,No,0,No
1354-YZFNB,Male,53,No,No,Yes,Yes,3,Yes
1355-KUSBG,Female,56,No,No,Yes,Yes,2,Yes
1356-MKYSK,Male,44,No,No,No,No,0,No
1357-BIJKI,Male,46,No,No,Yes,No,0,Yes
1357-MVDOZ,Male,25,Yes,No,Yes,Yes,1,Yes
1360-JYXKQ,Female,68,No,Yes,Yes,No,0,Yes
1360-RCYRT,Male,45,No,No,Yes,Yes,1,Yes
1360-XFJMR,Female,50,No,No,Yes,No,0,Yes
1363-TXLSL,Male,80,No,Yes,Yes,No,0,Yes
1370-GGAWX,Female,55,No,No,No,No,0,No
1371-DWPAZ,Female,64,No,No,Yes,No,0,Yes
1371-OJCEK,Female,25,Yes,No,No,No,0,No
1371-WEPDS,Male,71,No,Yes,Yes,No,0,Yes
1373-ORVIZ,Female,62,No,No,Yes,No,0,Yes
1374-DMZUI,Female,65,No,Yes,No,No,0,No
1376-HHBDV,Female,37,No,No,No,No,0,No
1379-FRVEB,Male,31,No,No,No,Yes,1,No
